KUMI_CD,LINE_CD,LINE_SUB_CD,KANRIBAN_CD,LINE_DATE,TYOKU_KBN,OFFICE_HOURS,WORKING_HOURS,LINE_START_TIME,LINE_END_TIME,LINE_STOP_HOURS,MACHINE_STOP_HOURS,HINPATU_STOP_CNT,HINPATU_STOP_TIME,HURYOU_QUANT_CNT,HURYOU_WEIGHT_CNT,TENAOSHI_CNT,HORYUU_CNT,LAST_SERIAL_NO,OPERATION_RATE,SPEC_OPERATION_RATE,OVERALL_EQUIPMENT_EFFICIENCY,TARGET_AVAILABLE_RATE,AVAILABLE_HOURS,KAKO_CNT,AVAILABLE_RATE,HURYOU_RATE,CHOKO_RATE,KANKEN_NG_RATE,SYUTUKEN_NG_RATE,DIRECT_MANHOURS,TOTAL_MANHOURS,TOTAL_TIME,DIRECT_TIME,INDIRECT_TIME,NOTES,KANRIBAN_STAFF_CD,CREATE_STAFF_CD,CREATE_TIME,UPDATE_STAFF_CD,UPDATE_TIME,FIRST_SERIAL_NO,KANSEI_SHOUNIN_STAFF,AUTHOR,PDF_NAME,HUB_CD
NH12,AS2610,A,M01,2023/9/6 0:00,2,690,429,2023/9/6 22:00,2023/9/7 6:50,0,0,< NULL >,< NULL >,0,0,0,0,23J2Y03490,97.95,100.3,98.24,< NULL >,0,491,98.24,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,29700,M01,2023/9/6 8:01,29700,2023/9/7 22:21,23J2U03000,31853,39320,< NULL >,IN000
NH11,AS2610,A,M01,2023/9/6 0:00,1,750,369,2023/9/6 8:30,2023/9/6 17:15,0,0,< NULL >,< NULL >,0,0,0,0,23J2U02999,97.67,100.03,97.7,< NULL >,0,420,97.7,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,22027,M01,2023/9/6 8:00,22027,2023/9/6 17:38,23J2Y02580,22027,29700,< NULL >,IN000
NH12,AS2610,A,M01,2023/9/7 0:00,2,690,429,2023/9/7 22:00,2023/9/8 6:50,0,0,< NULL >,< NULL >,0,0,0,0,23J2Y04456,99.16,100.28,99.44,< NULL >,0,497,99.44,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,31853,M01,2023/9/7 8:01,31853,2023/9/8 13:11,23J2Y03960,31853,39320,< NULL >,IN000
NH11,AS2610,A,M01,2023/9/7 0:00,1,750,429,2023/9/7 8:30,2023/9/7 17:15,0,0,< NULL >,< NULL >,0,0,0,0,23J2Y03959,93.54,100.31,93.84,< NULL >,0,469,93.84,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,29700,M01,2023/9/7 8:00,29700,2023/9/7 19:27,23J2Y03491,31853,29700,< NULL >,IN000
NH12,AS2610,A,M01,2023/9/8 0:00,2,690,429,2023/9/8 22:00,2023/9/9 6:50,0,0,< NULL >,< NULL >,0,0,0,0,23J2U05355,98.58,100.26,98.84,< NULL >,0,494,98.84,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,31853,M01,2023/9/8 8:01,31853,2023/9/11 9:48,23J2U04862,31853,39320,< NULL >,IN000
NH11,AS2610,A,M01,2023/9/8 0:00,1,750,429,2023/9/8 8:30,2023/9/8 17:15,0,0,< NULL >,< NULL >,0,0,0,0,23J2U04861,81.24,100,81.23,< NULL >,0,406,81.23,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,31853,M01,2023/9/8 8:00,31853,2023/9/8 18:04,23J2Y04457,31853,29700,< NULL >,IN000
NH12,AS2610,A,M01,2023/9/9 0:00,2,690,0,2023/9/9 22:00,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0,0,0,< NULL >,0,0,0,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,SYS_TT,M01,2023/9/9 8:02,SYS_TT,2023/9/9 8:15,< NULL >,< NULL >,< NULL >,< NULL >,IN000
NH11,AS2610,A,M01,2023/9/9 0:00,1,750,0,2023/9/9 8:30,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0,0,0,< NULL >,0,0,0,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,SYS_TT,M01,2023/9/9 8:00,SYS_TT,2023/9/9 8:15,< NULL >,< NULL >,< NULL >,< NULL >,IN000
NH12,AS2610,A,M01,2023/9/10 0:00,1,750,0,2023/9/10 8:30,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0,0,0,< NULL >,0,0,0,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,SYS_TT,M01,2023/9/10 8:02,SYS_TT,2023/9/10 8:15,< NULL >,< NULL >,< NULL >,< NULL >,IN000
NH11,AS2610,A,M01,2023/9/10 0:00,2,690,0,2023/9/10 22:00,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0,0,0,< NULL >,0,0,0,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,SYS_TT,M01,2023/9/10 8:00,SYS_TT,2023/9/10 8:15,< NULL >,< NULL >,< NULL >,< NULL >,IN000
NH12,AS2610,A,M01,2023/9/11 0:00,1,750,357.6,2023/9/11 8:30,2023/9/11 17:20,0,0,< NULL >,< NULL >,0,0,0,0,23J2U05744,93.57,100.04,93.61,< NULL >,0,390,93.61,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,22027,M01,2023/9/11 8:01,22027,2023/9/12 20:03,23J2Y05356,22027,39320,< NULL >,IN000
NH11,AS2610,A,M01,2023/9/11 0:00,2,690,429,2023/9/11 22:00,2023/9/12 6:45,0,0,< NULL >,< NULL >,0,0,0,0,23J2Y06195,90.05,99.99,90.03,< NULL >,0,450,90.03,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,22027,M01,2023/9/11 8:00,22027,2023/9/12 20:12,23J2U05745,22027,29700,< NULL >,IN000
NH12,AS2610,A,M01,2023/9/12 0:00,1,750,488,2023/9/12 8:30,2023/9/12 18:30,0,0,< NULL >,< NULL >,0,0,0,0,23J2U06727,93.44,100.14,93.57,< NULL >,0,532,93.57,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,22027,M01,2023/9/12 8:02,22027,2023/9/12 20:11,23J2U06196,22027,39320,< NULL >,IN000
NH11,AS2610,A,M01,2023/9/12 0:00,2,690,429,2023/9/12 22:00,2023/9/13 6:45,0,0,< NULL >,< NULL >,0,0,0,0,23J2Y07201,94.59,100.26,94.84,< NULL >,0,474,94.84,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,22027,M01,2023/9/12 8:01,22027,2023/9/13 18:20,23J2U06728,22027,29700,< NULL >,IN000
NH12,AS2610,A,M01,2023/9/13 0:00,1,750,374,2023/9/13 8:30,2023/9/13 18:30,0,0,< NULL >,< NULL >,0,0,0,0,23J2U07648,86.31,99.98,86.29,< NULL >,0,376,86.29,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,39320,M01,2023/9/13 8:01,39320,2023/9/13 19:33,23J2Y07202,22027,39320,< NULL >,IN000
NH11,AS2610,A,M01,2023/9/13 0:00,2,690,429,2023/9/13 22:00,2023/9/14 6:45,0,0,< NULL >,< NULL >,0,0,0,0,23J2U08148,99.74,100.3,100.04,< NULL >,0,500,100.04,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,22027,M01,2023/9/13 8:00,22027,2023/9/14 15:30,23J2U07649,22027,29700,< NULL >,IN000
NH12,AS2610,A,M01,2023/9/14 0:00,1,750,429,2023/9/14 8:30,2023/9/14 17:20,0,0,< NULL >,< NULL >,0,0,0,0,23J2U08648,98.9,100.54,99.44,< NULL >,0,497,99.44,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,39320,M01,2023/9/14 8:02,39320,2023/9/14 19:38,23J2U08149,22027,39320,< NULL >,IN000
NH11,AS2610,A,M01,2023/9/14 0:00,2,690,429,2023/9/14 22:00,2023/9/15 6:45,0,0,< NULL >,< NULL >,0,0,0,0,23J2U09098,89.84,100.22,90.03,< NULL >,0,450,90.03,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,22027,M01,2023/9/14 8:00,22027,2023/9/15 13:10,23J2U08649,22027,29700,< NULL >,IN000
NH12,AS2610,A,M01,2023/9/15 0:00,1,750,429,2023/9/15 8:30,2023/9/15 17:20,0,0,< NULL >,< NULL >,0,0,0,0,23J2U09398,59.32,100.84,59.82,< NULL >,0,299,59.82,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,22027,M01,2023/9/15 8:01,22027,2023/9/15 18:53,23J2U09099,22027,39320,< NULL >,IN000
NH11,AS2610,A,M01,2023/9/15 0:00,2,690,429,2023/9/15 22:00,2023/9/16 6:45,0,0,< NULL >,< NULL >,0,0,0,0,23J2U09886,97.58,100.27,97.84,< NULL >,0,489,97.84,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,22027,M01,2023/9/15 8:00,22027,2023/9/18 17:29,23J2U09399,22027,29700,< NULL >,IN000
NH12,AS2610,A,M01,2023/9/16 0:00,1,750,0,2023/9/16 8:30,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0,0,0,< NULL >,0,0,0,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,SYS_TT,M01,2023/9/16 8:02,SYS_TT,2023/9/16 8:15,< NULL >,< NULL >,< NULL >,< NULL >,IN000
NH11,AS2610,A,M01,2023/9/16 0:00,2,690,0,2023/9/16 22:00,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0,0,0,< NULL >,0,0,0,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,SYS_TT,M01,2023/9/16 8:01,SYS_TT,2023/9/16 8:15,< NULL >,< NULL >,< NULL >,< NULL >,IN000
NH12,AS2610,A,M01,2023/9/17 0:00,2,690,0,2023/9/17 22:00,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0,0,0,< NULL >,0,0,0,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,SYS_TT,M01,2023/9/17 8:02,SYS_TT,2023/9/17 8:15,< NULL >,< NULL >,< NULL >,< NULL >,IN000
NH11,AS2610,A,M01,2023/9/17 0:00,1,750,0,2023/9/17 8:30,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0,0,0,< NULL >,0,0,0,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,SYS_TT,M01,2023/9/17 8:00,SYS_TT,2023/9/17 8:15,< NULL >,< NULL >,< NULL >,< NULL >,IN000
NH12,AS2610,A,M01,2023/9/18 0:00,2,690,429,2023/9/18 22:00,2023/9/19 6:50,0,0,< NULL >,< NULL >,0,0,0,0,23J2Y10686,99.81,100.23,100.05,< NULL >,0,464,100.05,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,31853,M01,2023/9/18 8:01,31853,2023/9/19 10:02,23J2U10225,31853,39320,< NULL >,IN000
NH11,AS2610,A,M01,2023/9/18 0:00,1,750,429,2023/9/18 8:30,2023/9/18 17:15,0,0,< NULL >,< NULL >,0,0,0,0,23J2U10224,95.71,75.24,72.02,< NULL >,0,334,72.02,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,29700,M01,2023/9/18 8:00,29700,2023/9/18 19:12,23J2U09995,31853,29700,< NULL >,IN000
NH12,AS2610,A,M01,2023/9/19 0:00,2,690,429,2023/9/19 22:00,2023/9/20 6:50,0,0,< NULL >,< NULL >,0,0,0,0,23J2U11592,95.13,100.18,95.3,< NULL >,0,442,95.3,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,31853,M01,2023/9/19 8:01,31853,2023/9/20 9:25,23J2Y11151,31853,43099,< NULL >,IN000
NH11,AS2610,A,M01,2023/9/19 0:00,1,750,429,2023/9/19 8:30,2023/9/19 17:15,0,0,< NULL >,< NULL >,0,0,0,0,23J2Y11150,99.74,100.3,100.05,< NULL >,0,464,100.05,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,29700,M01,2023/9/19 8:00,29700,2023/9/19 20:06,23J2Y10687,31853,29700,< NULL >,IN000
NH12,AS2610,A,M01,2023/9/20 0:00,2,690,429,2023/9/20 22:00,2023/9/21 6:50,0,0,< NULL >,< NULL >,0,0,0,0,23J2U12519,99.81,100.23,100.05,< NULL >,0,464,100.05,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,31853,M01,2023/9/20 8:01,31853,2023/9/21 8:20,23J2Y12056,31853,39320,< NULL >,IN000
NH11,AS2610,A,M01,2023/9/20 0:00,1,750,428,2023/9/20 8:30,2023/9/20 18:25,0,0,< NULL >,< NULL >,0,0,0,0,23J2Y12055,99.74,100.32,100.06,< NULL >,0,463,100.06,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,31853,M01,2023/9/20 8:00,31853,2023/9/21 8:19,23J2U11593,31853,29700,< NULL >,IN000
NH12,AS2610,A,M01,2023/9/21 0:00,2,690,429,2023/9/21 22:00,2023/9/22 6:50,0,0,< NULL >,< NULL >,0,0,0,0,23J2Y13383,87.44,100.12,87.54,< NULL >,0,406,87.54,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,31853,M01,2023/9/21 8:02,31853,2023/9/22 10:13,23J2U12978,31853,39320,< NULL >,IN000
NH11,AS2610,A,M01,2023/9/21 0:00,1,750,429,2023/9/21 8:30,2023/9/21 17:15,0,0,< NULL >,< NULL >,0,0,0,0,23J2U12977,98.46,100.3,98.75,< NULL >,0,458,98.75,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,31853,M01,2023/9/21 8:01,31853,2023/9/21 18:32,23J2Y12711,31853,29700,< NULL >,IN000
NH12,AS2610,A,M01,2023/9/22 0:00,2,690,399,2023/9/22 22:00,2023/9/23 6:50,0,0,< NULL >,< NULL >,0,0,0,0,23J2U14192,92.18,100.1,92.27,< NULL >,0,398,92.27,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,31853,M01,2023/9/22 8:02,31853,2023/9/25 11:03,23J2U13795,31853,39320,< NULL >,IN000
NH11,AS2610,A,M01,2023/9/22 0:00,1,750,399,2023/9/22 8:30,2023/9/22 17:15,0,0,< NULL >,< NULL >,0,0,0,0,23J2U13794,95.44,100.08,95.51,< NULL >,0,412,95.51,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,31853,M01,2023/9/22 8:01,31853,2023/9/22 17:59,23J2Y13384,31853,29700,< NULL >,IN000
NH12,AS2610,A,M01,2023/9/23 0:00,2,690,0,2023/9/23 22:00,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0,0,0,< NULL >,0,0,0,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,SYS_TT,M01,2023/9/23 8:02,SYS_TT,2023/9/23 8:15,< NULL >,< NULL >,< NULL >,< NULL >,IN000
NH11,AS2610,A,M01,2023/9/23 0:00,1,750,0,2023/9/23 8:30,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0,0,0,< NULL >,0,0,0,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,SYS_TT,M01,2023/9/23 8:00,SYS_TT,2023/9/23 8:15,< NULL >,< NULL >,< NULL >,< NULL >,IN000
NH12,AS2610,A,M01,2023/9/24 0:00,1,750,0,2023/9/24 8:30,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0,0,0,< NULL >,0,0,0,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,SYS_TT,M01,2023/9/24 8:01,SYS_TT,2023/9/24 8:15,< NULL >,< NULL >,< NULL >,< NULL >,IN000
NH11,AS2610,A,M01,2023/9/24 0:00,2,690,0,2023/9/24 22:00,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0,0,0,< NULL >,0,0,0,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,SYS_TT,M01,2023/9/24 8:00,SYS_TT,2023/9/24 8:15,< NULL >,< NULL >,< NULL >,< NULL >,IN000
NH12,AS2610,A,M01,2023/9/25 0:00,1,750,488,2023/9/25 8:30,2023/9/25 18:30,0,0,< NULL >,< NULL >,0,0,0,0,23J2Y14663,89.02,100.29,89.28,< NULL >,0,471,89.28,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,43099,M01,2023/9/25 8:01,43099,2023/9/25 19:51,23J2U14193,31853,43099,< NULL >,IN000
NH11,AS2610,A,M01,2023/9/25 0:00,2,690,429,2023/9/25 22:00,2023/9/26 6:45,0,0,< NULL >,< NULL >,0,0,0,0,23J2Y15127,99.91,100.14,100.05,< NULL >,0,464,100.05,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,31853,M01,2023/9/25 8:00,31853,2023/9/26 10:57,23J2Y14664,31853,29700,< NULL >,IN000
NH12,AS2610,A,M01,2023/9/26 0:00,1,750,488,2023/9/26 8:30,2023/9/26 18:30,0,0,< NULL >,< NULL >,0,0,0,0,23J2U15656,99.77,100.31,100.08,< NULL >,0,528,100.08,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,43099,M01,2023/9/26 8:01,43099,2023/9/26 20:30,23J2Y15128,31853,43099,< NULL >,IN000
NH11,AS2610,A,M01,2023/9/26 0:00,2,690,429,2023/9/26 22:00,2023/9/27 6:45,0,0,< NULL >,< NULL >,0,0,0,0,23J12Y16119,99.16,100.89,100.05,< NULL >,0,464,100.05,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,31853,M01,2023/9/26 8:00,31853,2023/9/27 11:31,23J2U15657,31853,29700,< NULL >,IN000
NH12,AS2610,A,M01,2023/9/27 0:00,1,750,370,2023/9/27 8:30,2023/9/27 17:20,0,0,< NULL >,< NULL >,0,0,0,0,23J2Y16513,99.05,100.2,99.25,< NULL >,0,397,99.25,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,39320,M01,2023/9/27 8:02,39320,2023/9/27 17:40,23J2Y16120,31853,39320,< NULL >,IN000
NH11,AS2610,A,M01,2023/9/27 0:00,2,690,429,2023/9/27 22:00,2023/9/28 6:45,0,0,< NULL >,< NULL >,0,0,0,0,23J2Y16964,97.11,100.14,97.24,< NULL >,0,451,97.24,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,31853,M01,2023/9/27 8:00,31853,2023/9/28 9:46,23J2Y16514,31853,29700,< NULL >,IN000
NH12,AS2610,A,M01,2023/9/28 0:00,1,750,429,2023/9/28 8:30,2023/9/28 17:20,0,0,< NULL >,< NULL >,0,0,0,0,23J2Y17427,99.74,100.3,100.05,< NULL >,0,464,100.05,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,31853,M01,2023/9/28 8:02,31853,2023/9/29 9:36,23J2Y16965,31853,39320,< NULL >,IN000
NH11,AS2610,A,M01,2023/9/28 0:00,2,690,429,2023/9/28 22:00,2023/9/29 6:45,0,0,< NULL >,< NULL >,0,0,0,0,23J2U17891,99.81,100.23,100.05,< NULL >,0,464,100.05,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,31853,M01,2023/9/28 8:01,31853,2023/9/29 9:37,23J2U17428,31853,29700,< NULL >,IN000
NH12,AS2610,A,M01,2023/9/29 0:00,1,750,370,2023/9/29 8:30,2023/9/29 17:20,0,0,< NULL >,< NULL >,0,0,0,0,23J2Y18269,94.49,100.01,94.5,< NULL >,0,378,94.5,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,39320,M01,2023/9/29 8:01,39320,2023/9/29 16:56,23J2U17892,31853,39320,< NULL >,IN000
NH11,AS2610,A,M01,2023/9/29 0:00,2,690,429,2023/9/29 22:00,2023/9/30 6:45,0,0,< NULL >,< NULL >,0,0,0,0,23J2Y18733,100,100.05,100.05,< NULL >,0,464,100.05,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,31853,M01,2023/9/29 8:01,31853,2023/10/2 10:08,23J2Y18270,31853,31573,< NULL >,IN000
NH12,AS2610,A,M01,2023/9/30 0:00,1,750,0,2023/9/30 8:30,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0,0,0,< NULL >,0,0,0,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,SYS_TT,M01,2023/9/30 8:02,SYS_TT,2023/9/30 8:15,< NULL >,< NULL >,< NULL >,< NULL >,IN000
NH11,AS2610,A,M01,2023/9/30 0:00,2,690,0,2023/9/30 22:00,< NULL >,0,0,< NULL >,< NULL >,0,0,0,0,< NULL >,0,0,0,< NULL >,0,0,0,0,< NULL >,< NULL >,< NULL >,0,0,0,0,0,< NULL >,SYS_TT,M01,2023/9/30 8:00,SYS_TT,2023/9/30 8:15,< NULL >,< NULL >,< NULL >,< NULL >,IN000
